age,weight,income,year_of_experience,married
32,70,210100,16,0.0
33,73,136250,8,0.0
26,67,128800,8,0.0
52,75,161400,10,1.0
27,75,83100,2,0.0
30,68,131500,8,1.0
67,73,124150,7,0.0
32,65,115950,6,0.0
64,71,137700,8,1.0
63,65,173050,12,1.0
34,73,176900,12,0.0
57,75,164050,11,1.0
23,71,180800,12,0.0
62,65,141950,9,1.0
56,67,120300,7,1.0
50,73,214100,15,0.0
31,71,244900,18,0.0
36,66,133800,8,1.0
19,63,83900,3,0.0
47,76,174650,11,0.0
52,67,173350,11,0.0
21,74,212750,15,0.0
29,72,113450,6,0.0
64,72,215250,16,1.0
48,66,175000,12,1.0
19,67,127250,7,0.0
65,64,268400,21,1.0
55,72,162150,10,1.0
20,67,119550,7,0.0
58,62,149800,9,0.0
34,75,137000,8,0.0
32,85,103550,5,0.0
60,71,127200,6,1.0
56,70,113400,6,0.0
61,62,136600,8,1.0
26,68,121500,5,0.0
47,76,330650,27,1.0
59,74,192550,13,1.0
38,72,152250,9,1.0
64,69,101850,5,1.0
53,70,178950,12,1.0
35,69,160050,10,1.0
66,66,182300,13,1.0
67,79,195450,13,1.0
19,82,136050,8,0.0
57,64,134750,8,0.0
38,72,103400,5,1.0
55,81,108400,5,1.0
36,67,145150,8,0.0
51,68,158450,10,1.0
61,75,109600,6,1.0
64,63,123200,7,1.0
56,67,176900,10,1.0
36,68,100900,4,0.0
56,72,184700,12,1.0
52,67,70500,2,1.0
67,75,109250,5,0.0
34,72,129250,7,1.0
43,59,197450,13,0.0
48,71,131100,7,1.0
45,68,139800,8,0.0
18,77,113800,5,0.0
57,70,166900,10,0.0
30,70,149750,9,0.0
51,66,122300,7,1.0
29,62,97800,4,0.0
62,72,159750,11,0.0
58,65,179700,12,1.0
60,76,101700,4,1.0
27,73,202000,14,0.0
62,62,245200,19,1.0
50,68,156900,10,1.0
30,67,137600,7,1.0
20,70,176800,11,0.0
42,72,117000,6,1.0
38,85,190400,12,1.0
60,71,100700,4,1.0
45,75,87350,3,1.0
43,77,115050,5,0.0
66,64,112800,6,1.0
64,65,163500,10,1.0
34,73,197300,13,0.0
44,73,205950,15,1.0
27,74,133700,6,0.0
58,75,130550,6,1.0
33,76,118900,5,0.0
43,65,145800,9,1.0
42,68,160800,10,0.0
38,62,103800,5,1.0
37,74,175650,12,0.0
22,77,150450,9,0.0
52,69,97750,3,0.0
65,70,262950,18,1.0
37,69,159300,10,0.0
66,63,188100,14,1.0
44,64,282950,22,1.0
31,63,98950,4,1.0
37,61,147400,8,1.0
18,76,187150,13,0.0
55,64,111100,5,1.0
38,70,99400,4,0.0
23,65,165550,9,0.0
24,77,122400,7,0.0
57,73,100050,4,0.0
52,69,187700,13,1.0
61,69,132750,8,0.0
18,68,107600,5,0.0
37,73,153500,10,0.0
37,69,146250,8,0.0
18,71,165850,11,0.0
35,71,112600,6,0.0
47,74,155750,10,1.0
32,80,122800,6,0.0
18,75,93950,4,0.0
34,76,123800,7,0.0
29,71,148250,8,0.0
46,67,261700,20,1.0
61,78,153900,9,1.0
54,80,210900,16,1.0
63,72,166850,11,1.0
39,64,138850,7,0.0
29,64,142000,7,0.0
20,65,172850,11,0.0
32,69,182550,12,0.0
53,81,157100,10,1.0
56,71,124850,7,1.0
29,66,126550,7,0.0
23,79,143750,8,0.0
22,73,139700,9,0.0
41,65,137550,7,1.0
37,69,222500,17,1.0
56,68,174350,11,0.0
36,70,190450,13,1.0
19,87,97500,4,0.0
33,71,149300,8,1.0
41,73,288350,23,1.0
65,70,211750,15,1.0
52,66,176500,12,1.0
18,67,96500,4,0.0
33,72,204850,15,1.0
62,70,129600,7,1.0
18,68,97950,4,0.0
41,70,118000,6,1.0
50,76,131900,7,1.0
20,69,222350,17,0.0
47,77,116800,5,1.0
47,66,133600,8,0.0
59,68,155650,9,1.0
62,75,113650,6,1.0
38,77,144500,9,1.0
54,69,97400,4,1.0
26,70,198750,14,0.0
38,76,188650,12,1.0
36,69,175750,12,0.0
63,69,193250,13,0.0
39,69,108800,6,1.0
62,73,143800,8,1.0
29,63,124400,7,0.0
36,72,219750,15,1.0
46,80,160950,11,1.0
30,71,188750,13,1.0
47,77,98100,4,0.0
33,71,190000,13,1.0
51,69,171450,10,1.0
43,67,130200,7,1.0
67,66,189900,13,1.0
64,74,138250,8,0.0
29,62,173050,11,0.0
19,78,98750,4,0.0
48,65,122850,6,0.0
59,66,156750,11,1.0
40,67,175300,11,0.0
43,76,111000,5,1.0
46,73,121550,6,0.0
42,75,163250,9,0.0
19,67,108050,5,0.0
59,73,190350,13,1.0
53,67,162950,11,1.0
53,70,108750,5,1.0
22,74,201350,14,0.0
56,69,140600,9,1.0
38,79,95050,4,1.0
37,66,177000,11,0.0
57,68,107050,4,1.0
41,71,129600,6,1.0
47,72,250150,18,0.0
44,74,141000,9,1.0
48,62,131250,8,1.0
20,67,80750,3,0.0
27,73,137250,8,0.0
61,71,154600,10,1.0
49,82,112950,6,1.0
65,66,177600,11,1.0
26,66,121300,6,0.0
32,61,199700,13,0.0
54,73,90600,3,1.0
18,63,94800,4,0.0
34,77,144650,8,0.0
60,70,177700,12,1.0
65,80,234800,18,1.0
61,67,170800,11,1.0
65,80,142850,9,1.0
52,74,112800,5,0.0
52,74,119800,6,1.0
38,67,151450,9,0.0
43,72,198950,14,1.0
53,72,122100,6,0.0
20,70,169800,11,0.0
49,71,106400,5,1.0
42,64,139300,8,1.0
35,69,138250,9,1.0
46,74,142150,9,0.0
44,73,109200,4,1.0
21,59,169150,11,0.0
52,69,70350,1,1.0
39,70,145650,8,0.0
32,74,227200,17,1.0
46,73,196550,12,0.0
21,68,245100,19,0.0
49,69,144250,8,0.0
41,69,207250,16,0.0
60,69,126050,7,1.0
62,71,101750,4,1.0
34,69,85050,3,0.0
30,81,149150,9,0.0
32,67,208700,16,1.0
38,71,171850,10,1.0
49,64,146250,8,1.0
54,70,235400,17,1.0
22,68,167600,11,0.0
63,69,91950,3,0.0
46,76,187200,12,0.0
51,75,126100,7,0.0
49,70,112250,5,0.0
59,69,198400,14,1.0
48,63,111350,5,0.0
21,70,108200,5,0.0
67,69,228950,18,0.0
38,68,117800,6,1.0
49,61,135000,8,1.0
27,68,160600,10,0.0
67,63,145300,9,1.0
37,69,114800,6,0.0
23,65,86300,3,0.0
56,71,99250,3,1.0
55,73,137650,9,1.0
59,81,93900,4,0.0
52,74,147350,9,1.0
39,70,274100,20,1.0
67,68,120300,6,1.0
21,70,214900,16,0.0
33,71,199700,14,0.0
50,74,176650,12,1.0
56,68,151350,9,1.0
28,74,189850,13,0.0
24,80,237500,18,0.0
43,71,187700,13,0.0
62,69,128900,6,0.0
32,68,129800,7,0.0
39,67,113800,6,1.0
56,78,138350,6,0.0
63,74,231550,17,1.0
30,68,207100,15,0.0
41,66,88000,3,0.0
19,71,81900,3,0.0
29,71,124750,7,0.0
55,65,128350,7,0.0
59,74,162700,10,0.0
60,70,209150,15,1.0
55,71,135000,7,1.0
48,74,243100,18,1.0
49,73,147700,9,1.0
24,66,150850,9,0.0
39,68,204550,15,0.0
30,69,222600,17,0.0
60,73,290700,22,0.0
19,75,132250,7,0.0
24,70,136450,8,0.0
66,77,113500,5,0.0
67,61,278650,21,1.0
62,72,95100,4,1.0
65,80,132600,8,1.0
59,78,101800,4,1.0
31,65,141750,8,1.0
42,78,124100,7,1.0
40,73,122700,6,1.0
39,75,118250,5,0.0
33,65,123450,7,0.0
26,66,94400,4,0.0
21,67,128000,5,0.0
57,68,217150,16,1.0
43,72,222050,15,1.0
44,68,108500,5,1.0
60,66,146900,9,1.0
25,80,143900,9,0.0
49,60,120550,7,1.0
53,69,198450,15,1.0
54,76,139100,7,1.0
55,63,165250,10,1.0
64,77,160700,11,0.0
49,72,74950,2,1.0
46,79,189650,13,1.0
30,62,123400,7,0.0
20,71,170900,11,0.0
45,65,221200,15,0.0
56,71,95200,4,0.0
29,74,161950,10,0.0
29,65,155400,9,0.0
38,59,156950,8,1.0
37,62,178650,11,1.0
18,71,200850,14,0.0
58,60,141850,9,1.0
58,75,144900,8,1.0
52,67,94350,3,1.0
64,75,138700,8,1.0
28,68,188300,12,0.0
28,80,180550,12,0.0
23,67,152150,8,0.0
40,64,89800,3,0.0
36,69,151700,8,1.0
49,67,127400,7,1.0
32,70,113100,5,1.0
34,65,161700,10,0.0
34,79,76300,2,1.0
44,66,109350,6,0.0
47,63,137650,8,0.0
29,90,150500,9,0.0
46,77,213850,15,0.0
54,74,189600,13,1.0
42,67,120600,6,1.0
67,70,158550,10,1.0
22,67,131600,7,0.0
24,71,142250,8,0.0
23,74,134000,7,0.0
63,74,132000,8,1.0
18,66,120450,6,0.0
66,69,136300,7,1.0
60,65,144900,8,1.0
26,61,208600,15,0.0
19,63,102050,5,0.0
62,66,139100,9,1.0
28,78,136750,8,0.0
44,75,207750,15,1.0
57,74,102200,3,1.0
60,72,149950,8,1.0
49,74,133400,6,1.0
40,78,151350,9,1.0
62,74,205550,15,1.0
49,75,100300,3,1.0
46,74,126850,7,1.0
50,67,113350,6,1.0
58,62,130750,7,1.0
53,75,171750,10,1.0
62,59,149750,9,1.0
43,71,179850,12,1.0
32,66,114750,6,0.0
47,64,166450,11,1.0
54,75,140450,7,1.0
54,64,119050,6,0.0
21,71,138300,8,0.0
19,67,90700,3,0.0
61,69,89450,3,1.0
50,75,134250,8,1.0
67,75,122700,7,1.0
21,74,121500,7,0.0
56,73,146600,9,1.0
22,66,101100,5,0.0
29,71,153850,9,0.0
35,71,159150,9,0.0
22,74,149300,9,0.0
19,70,218100,16,0.0
20,75,103850,5,0.0
25,72,138800,8,0.0
54,73,115900,5,1.0
34,70,200500,14,1.0
62,69,178450,11,0.0
30,74,109950,5,0.0
32,70,135900,9,0.0
32,71,231650,18,0.0
56,67,104200,4,1.0
44,79,134200,8,1.0
33,65,112950,5,0.0
53,62,163650,10,1.0
30,79,142050,8,1.0
38,76,134100,8,0.0
18,72,108850,6,0.0
52,71,210250,14,1.0
39,83,197550,14,1.0
32,70,161350,9,0.0
64,75,136050,8,1.0
56,74,224150,16,1.0
21,75,138650,8,0.0
25,66,151350,8,0.0
30,81,91800,3,0.0
23,61,139400,7,0.0
62,69,148450,9,1.0
56,57,138800,8,1.0
51,67,126300,6,1.0
29,72,100900,4,0.0
43,59,131150,8,1.0
29,79,111750,5,1.0
62,66,188750,13,1.0
19,79,157200,10,0.0
32,70,183800,12,0.0
54,73,176050,11,1.0
67,65,153950,10,1.0
60,72,209900,16,1.0
49,69,106800,5,1.0
61,74,165250,11,1.0
37,61,111700,5,0.0
30,71,229200,17,1.0
43,62,93850,3,1.0
67,69,247700,19,1.0
18,68,152700,9,0.0
27,69,213200,16,0.0
39,62,76350,2,0.0
52,82,136700,8,1.0
41,72,136400,8,1.0
22,70,118600,6,0.0
19,73,137950,6,0.0
24,66,230700,18,0.0
24,71,130150,7,0.0
18,71,152900,9,0.0
25,69,170250,12,0.0
66,75,123800,7,0.0
59,69,366350,30,0.0
22,67,152600,9,0.0
66,74,180300,11,0.0
19,72,140000,8,0.0
51,59,163450,10,0.0
48,70,156100,10,0.0
56,63,130800,7,1.0
61,78,262250,20,1.0
24,81,187850,12,0.0
43,66,227100,17,0.0
61,66,121650,5,1.0
63,68,129400,8,1.0
47,62,108050,5,1.0
65,74,203750,15,1.0
46,66,138900,7,1.0
22,78,140300,8,0.0
30,71,177650,11,0.0
23,70,82750,3,0.0
60,66,112300,6,1.0
57,72,153700,10,1.0
32,67,140450,8,0.0
55,66,219300,16,1.0
60,61,124550,6,0.0
30,67,94600,3,1.0
62,64,172200,12,1.0
28,72,261050,19,0.0
44,72,173650,12,1.0
20,70,157150,10,0.0
32,73,191550,13,0.0
65,72,173450,11,1.0
31,68,150900,9,1.0
64,75,224200,17,1.0
35,79,126400,8,0.0
21,68,182550,13,0.0
38,72,97450,3,0.0
51,75,149400,9,1.0
50,61,175350,12,1.0
32,72,105500,5,0.0
23,67,172600,11,0.0
32,73,138000,8,0.0
21,68,166000,11,0.0
63,66,128550,6,1.0
57,72,142650,8,1.0
39,75,135200,7,0.0
25,65,171350,10,0.0
48,78,157750,10,0.0
26,61,137350,8,0.0
19,67,133100,8,0.0
22,77,148400,10,0.0
56,69,117550,6,1.0
44,65,144650,8,1.0
54,65,107200,4,1.0
28,65,197450,13,0.0
37,87,147750,9,1.0
48,69,257300,19,1.0
63,65,157200,10,1.0
64,67,131350,8,0.0
38,71,92950,3,1.0
47,76,91050,3,1.0
28,71,153000,9,0.0
59,71,165300,11,1.0
64,77,223200,17,0.0
57,73,176050,12,0.0
39,71,153050,8,0.0
56,76,191200,13,0.0
24,69,223400,16,0.0
26,62,112450,6,0.0
33,75,191700,12,0.0
29,78,166100,11,0.0
66,65,174800,11,1.0
50,62,167250,11,1.0
21,72,125300,7,0.0
38,65,102650,4,1.0
19,74,112750,6,0.0
67,75,141000,9,1.0
63,66,162250,9,1.0
46,82,226350,18,1.0
28,81,135650,7,0.0
45,61,153550,10,1.0
26,69,120150,6,0.0
43,68,133350,7,0.0
21,71,146800,9,0.0
37,72,134800,7,0.0
46,62,114800,5,0.0
22,74,196950,14,0.0
58,67,95050,4,1.0
48,64,136050,8,0.0
48,74,146000,9,0.0
51,67,84900,3,1.0
29,65,194800,14,1.0
44,68,124200,6,1.0
41,68,138800,8,0.0
59,66,167550,9,1.0
33,64,246650,17,1.0
62,69,203700,15,0.0
30,73,212800,15,0.0
22,75,128000,6,0.0
42,76,183300,12,0.0
24,59,136650,8,0.0
30,71,182100,12,0.0
51,68,124900,6,0.0
24,71,142300,8,0.0
59,70,119400,6,1.0
48,66,113300,6,1.0
61,71,102750,5,1.0
19,65,158850,10,0.0
57,62,112200,6,0.0
45,71,148850,8,1.0
26,68,152800,9,0.0
59,73,177500,12,1.0
47,78,114000,6,0.0
54,65,92500,4,1.0
56,66,136100,7,0.0
35,72,131650,7,0.0
23,65,156200,10,0.0
46,69,155150,10,0.0
34,62,138100,9,0.0
45,68,184700,12,0.0
55,70,154700,10,1.0
55,72,166500,11,1.0
22,65,166900,11,0.0
36,71,199650,13,1.0
33,70,99800,4,0.0
36,67,152250,10,0.0
27,65,101100,5,0.0
48,58,178750,12,1.0
67,72,129650,7,0.0
60,71,163750,10,1.0
37,77,126200,7,1.0
32,72,151100,9,0.0
31,74,175000,11,0.0
46,66,232700,17,1.0
61,72,129550,6,1.0
61,67,143600,8,1.0
22,63,168950,12,0.0
50,68,76650,2,1.0
19,76,185700,13,0.0
61,58,167500,11,1.0
50,68,155200,10,0.0
34,77,128500,7,0.0
67,72,137000,8,1.0
27,72,152350,9,0.0
35,75,178500,11,1.0
27,69,177550,12,0.0
56,78,158050,11,1.0
25,80,160000,8,0.0
40,73,169050,11,0.0
58,71,109550,5,1.0
65,65,189800,13,1.0
24,70,146800,9,0.0
38,66,134400,8,1.0
37,69,214000,16,1.0
38,73,187650,13,0.0
45,57,118850,4,0.0
21,67,91900,4,0.0
29,72,109850,5,0.0
55,63,151850,10,1.0
60,75,117200,6,0.0
32,69,139700,8,1.0
58,70,204900,15,1.0
53,79,203350,14,1.0
35,76,169350,10,0.0
55,68,200050,14,1.0
62,71,202850,15,1.0
53,71,255200,20,0.0
35,69,188600,13,0.0
67,69,214650,16,1.0
28,72,198800,13,0.0
34,69,150050,8,0.0
31,69,143300,7,1.0
42,62,147100,9,1.0
40,73,293800,23,1.0
53,70,137300,6,0.0
19,59,135550,8,0.0
34,66,126500,7,0.0
44,71,115200,6,1.0
24,78,199300,14,0.0
66,70,108350,5,1.0
36,66,311650,25,1.0
52,67,117100,6,0.0
45,74,117000,5,0.0
36,67,141750,8,0.0
38,70,163750,11,0.0
60,73,187050,13,0.0
18,66,106000,4,0.0
23,75,186400,13,0.0
60,74,123750,6,1.0
47,65,102400,4,1.0
40,62,183250,12,1.0
38,71,236950,18,0.0
34,71,167200,11,0.0
38,81,109350,5,1.0
64,72,174650,11,1.0
50,73,149200,9,0.0
64,75,174850,11,1.0
28,76,167650,11,0.0
58,74,168450,11,0.0
43,69,166000,9,1.0
66,64,157050,10,1.0
60,73,240500,18,1.0
66,73,145350,9,1.0
25,80,104850,4,0.0
51,75,146000,9,1.0
48,79,191000,14,1.0
22,77,164800,11,0.0
62,72,99550,5,1.0
43,69,119300,5,1.0
58,78,93250,3,1.0
54,76,186800,12,1.0
58,65,152500,8,0.0
25,65,173650,10,0.0
56,78,87900,3,0.0
33,71,159900,10,1.0
45,68,148850,9,0.0
59,75,181350,12,1.0
25,74,173250,12,0.0
67,67,122200,7,1.0
23,82,186500,13,0.0
20,62,179200,10,0.0
53,66,240550,19,1.0
36,70,104500,3,1.0
38,72,74750,2,1.0
63,69,136100,7,0.0
50,83,109850,5,1.0
47,65,225800,17,0.0
20,69,192450,13,0.0
61,72,135950,8,1.0
20,66,158050,9,0.0
20,64,227450,16,0.0
24,74,135550,8,0.0
46,65,217650,16,1.0
36,75,133750,7,1.0
20,63,96600,4,0.0
23,65,183100,13,0.0
21,66,97300,3,0.0
27,70,183600,12,0.0
61,69,193100,12,1.0
32,76,165650,11,0.0
43,66,91150,4,1.0
67,75,215550,16,1.0
49,77,131400,7,1.0
44,68,131300,8,0.0
44,67,118000,6,1.0
42,65,113650,6,0.0
31,72,152500,10,0.0
31,69,108950,6,0.0
27,79,114700,6,0.0
55,70,157000,10,0.0
24,71,116750,5,0.0
47,69,211800,15,0.0
27,60,175600,12,0.0
18,73,193750,14,0.0
55,74,82800,3,0.0
51,61,202400,14,1.0
41,71,109750,5,1.0
52,85,105550,4,1.0
40,72,157600,10,1.0
30,64,134000,7,0.0
44,74,194350,13,0.0
44,72,134650,7,0.0
31,63,155650,9,0.0
28,66,155950,10,0.0
61,77,118500,6,0.0
48,62,203400,14,1.0
40,75,111900,4,1.0
45,67,168950,10,1.0
42,65,210750,15,0.0
56,65,124100,5,1.0
50,70,212100,16,1.0
52,64,145500,9,1.0
37,78,135300,7,1.0
50,73,120050,5,1.0
31,68,116900,6,0.0
44,73,114900,6,0.0
45,64,122400,6,0.0
20,70,126600,7,0.0
33,69,167150,11,0.0
24,72,152750,10,0.0
28,66,178900,11,0.0
48,64,143100,8,0.0
55,76,211800,15,0.0
49,67,159600,11,1.0
62,69,116750,5,1.0
47,70,125900,7,1.0
41,70,213000,14,1.0
44,72,131700,6,1.0
59,70,167050,11,1.0
23,70,140200,8,0.0
57,66,141750,9,1.0
49,70,138850,8,1.0
21,70,114650,6,0.0
49,67,178550,11,0.0
24,71,196050,14,0.0
38,70,98350,4,1.0
52,69,150700,8,1.0
39,69,117700,6,0.0
46,69,219500,16,0.0
41,67,81150,3,1.0
64,73,146750,8,1.0
46,69,184750,12,1.0
57,68,108350,5,0.0
43,71,77200,2,1.0
33,71,187150,12,1.0
57,71,205300,15,1.0
50,70,120500,7,0.0
56,70,92900,4,1.0
35,69,82850,2,1.0
64,73,213650,15,0.0
41,74,159650,10,0.0
22,72,145800,9,0.0
22,69,171050,11,0.0
29,61,143400,8,0.0
36,64,117850,7,1.0
50,69,82950,3,1.0
21,66,198000,14,0.0
33,72,111100,5,0.0
43,66,126450,7,0.0
57,68,171550,12,1.0
48,64,288350,22,0.0
55,63,144750,9,1.0
21,70,113650,5,0.0
49,70,114300,6,1.0
22,73,127150,7,0.0
35,71,149300,9,1.0
60,75,187450,13,0.0
26,71,116850,6,0.0
26,66,183900,12,0.0
59,62,151900,9,0.0
26,79,139200,8,0.0
27,67,132550,6,0.0
67,68,156850,9,0.0
54,76,163050,11,1.0
39,72,126100,7,1.0
37,63,90500,3,0.0
36,66,157750,10,1.0
44,69,172300,11,1.0
33,78,128550,6,0.0
50,57,118050,6,0.0
54,73,248150,18,1.0
66,73,273900,21,1.0
54,71,126900,7,1.0
35,67,109800,6,1.0
56,77,127050,7,1.0
24,61,135700,7,0.0
39,60,166500,11,0.0
60,62,165100,10,1.0
64,69,141400,8,0.0
62,70,163150,8,1.0
45,67,130000,7,1.0
19,73,186800,13,0.0
31,64,106150,4,1.0
39,72,165600,11,0.0
51,61,265250,21,0.0
67,73,99850,5,1.0
49,71,145050,9,1.0
44,73,131700,7,1.0
20,66,216550,16,0.0
21,69,168500,12,0.0
56,71,138500,8,0.0
45,73,159150,10,1.0
63,76,183900,12,1.0
18,73,93200,4,0.0
55,71,167600,10,1.0
37,69,150600,10,0.0
62,63,148900,9,1.0
43,69,149300,8,0.0
54,79,227900,16,1.0
35,70,219400,16,0.0
27,68,152800,10,0.0
45,75,199300,15,0.0
27,65,225700,16,0.0
34,71,82600,2,0.0
24,64,121000,6,0.0
24,75,185800,13,0.0
18,72,161650,11,0.0
44,67,102050,5,0.0
45,69,152350,10,1.0
31,67,122800,7,0.0
54,77,124550,6,1.0
34,71,193350,14,0.0
44,70,218400,17,1.0
51,75,236650,17,1.0
39,67,98300,4,1.0
37,76,89700,3,0.0
19,70,104850,5,0.0
44,73,142600,9,0.0
60,83,176700,12,1.0
53,62,150700,10,1.0
30,66,130100,8,0.0
54,66,156300,10,1.0
54,68,120300,7,1.0
49,64,98650,4,0.0
25,71,170550,11,0.0
33,71,102450,4,0.0
56,67,176100,11,1.0
23,71,109450,5,0.0
27,72,99050,4,0.0
21,75,145650,9,0.0
34,66,104700,5,1.0
62,68,142950,9,0.0
46,70,165450,10,0.0
32,69,177400,12,0.0
22,64,138500,8,0.0
47,76,125350,7,0.0
23,74,190750,13,0.0
38,77,119550,6,0.0
52,70,142800,8,0.0
21,87,179050,12,0.0
50,70,133650,7,0.0
36,67,121250,6,0.0
56,70,132900,8,1.0
36,73,166350,11,0.0
27,74,167900,12,0.0
58,67,132850,7,0.0
25,70,132600,7,0.0
53,78,164150,10,0.0
24,67,223600,16,0.0
46,64,266500,21,1.0
58,66,116950,5,0.0
51,66,107950,5,1.0
49,74,152550,9,1.0
55,68,99850,4,1.0
57,69,99350,4,1.0
56,66,169550,11,1.0
38,71,151100,10,0.0
40,70,222450,16,0.0
33,72,224600,16,0.0
27,66,188400,13,0.0
63,65,141750,9,1.0
24,72,129700,6,0.0
20,75,141950,9,0.0
30,71,122350,7,0.0
30,75,226100,17,0.0
55,72,113250,6,0.0
50,60,156650,10,1.0
22,62,122550,6,0.0
50,77,79100,2,1.0
51,70,114850,5,1.0
61,67,171050,11,1.0
58,71,99800,4,1.0
53,68,267900,21,1.0
40,67,166450,11,0.0
29,66,201100,14,0.0
43,77,147400,9,0.0
51,66,147900,8,1.0
28,72,182500,13,0.0
30,70,159100,10,0.0
55,72,141450,7,1.0
66,79,116100,6,0.0
67,71,172750,11,0.0
49,61,122650,5,1.0
36,66,243300,18,1.0
41,65,149500,9,1.0
32,65,99600,5,0.0
50,69,103200,4,1.0
19,69,170300,12,0.0
32,75,130150,8,1.0
42,64,125900,7,0.0
49,64,185800,12,1.0
52,64,143350,8,0.0
62,71,68100,1,1.0
24,76,157550,10,0.0
56,73,95500,4,1.0
40,67,174050,12,0.0
34,65,163150,11,1.0
47,81,124950,6,1.0
35,67,85750,2,1.0
65,68,73600,2,1.0
56,64,127100,7,1.0
44,80,154550,10,1.0
67,82,127300,7,0.0
32,64,156550,10,1.0
56,75,74700,2,1.0
53,74,206250,14,1.0
39,75,153200,9,1.0
38,76,98800,4,0.0
53,70,242700,18,1.0
22,76,120850,6,0.0
58,67,108300,5,1.0
34,73,193300,13,1.0
37,76,190750,13,1.0
23,68,105900,5,0.0
63,64,201100,14,1.0
60,66,174650,12,1.0
52,62,160400,9,1.0
19,68,134400,8,0.0
22,62,183450,13,0.0
43,63,172150,10,1.0
25,73,129950,8,0.0
54,71,209100,16,1.0
41,74,185900,13,0.0
39,66,169450,11,0.0
43,67,140300,8,0.0
39,61,133700,7,1.0
31,65,132250,8,0.0
42,69,109850,5,0.0
32,75,194050,14,0.0
26,66,129200,8,0.0
58,80,104550,4,1.0
32,74,153550,10,0.0
25,69,70400,2,0.0
40,72,169300,11,0.0
38,74,166150,11,1.0
46,78,109850,5,0.0
32,72,245400,18,1.0
64,65,210700,15,1.0
21,68,119400,6,0.0
64,77,140750,9,1.0
43,66,121300,5,1.0
18,75,155400,10,0.0
32,62,94700,4,0.0
49,73,160800,8,1.0
34,66,223550,16,0.0
23,65,96050,3,0.0
65,70,194250,14,1.0
43,68,93300,3,0.0
45,74,172100,11,0.0
46,69,191000,13,0.0
44,63,249750,18,1.0
25,63,248450,19,0.0
50,64,160250,9,0.0
63,59,138300,8,1.0
35,70,117750,7,0.0
22,70,172100,11,0.0
42,66,146850,8,1.0
59,73,104100,5,1.0
32,81,129200,7,0.0
38,64,147500,8,1.0
30,74,167150,10,1.0
65,76,137300,8,0.0
67,69,148000,9,1.0
50,68,206200,14,1.0
52,68,177950,11,1.0
32,71,104750,4,0.0
58,67,128550,7,1.0
67,68,129500,7,0.0
25,64,139550,8,0.0
58,76,103150,4,1.0
65,72,198750,13,1.0
32,70,136950,7,0.0
19,79,92150,3,0.0
35,64,127500,7,1.0
21,75,157450,9,0.0
53,66,156050,10,1.0
31,66,111950,5,1.0
67,80,324400,26,1.0
36,75,158850,10,0.0
30,66,191150,13,0.0
45,74,118100,6,1.0
44,81,105400,5,1.0
59,66,138850,9,0.0
43,62,136700,8,1.0
59,69,110350,4,0.0
34,71,123600,7,1.0
31,72,118100,7,0.0
34,72,113200,5,0.0
31,63,108150,5,0.0
50,77,157150,10,1.0
39,64,118650,7,1.0
59,69,107150,5,0.0
33,67,110450,5,0.0
40,78,126900,6,1.0
66,69,133900,7,1.0
26,70,183850,12,0.0
51,70,107550,4,1.0
28,74,203450,15,0.0
61,71,137850,8,1.0
41,67,149450,9,0.0
41,60,227350,17,0.0
36,69,177950,12,0.0
60,76,203750,14,1.0
60,79,124050,7,1.0
21,70,138650,8,0.0
18,66,197200,14,0.0
36,64,188600,13,1.0
27,78,94950,4,0.0
60,63,127200,7,1.0
63,68,143150,8,1.0
63,74,73050,2,1.0
65,76,134500,7,1.0
25,62,166100,11,0.0
31,71,124050,6,0.0
58,71,188700,13,0.0
23,64,87550,3,0.0
28,73,123000,7,0.0
47,66,243850,18,0.0
52,70,168750,10,1.0
55,79,140200,8,0.0
53,75,165100,10,1.0
46,73,125300,7,0.0
53,73,139850,9,1.0
30,68,200550,14,0.0
34,59,148400,9,1.0
35,69,158900,10,0.0
38,67,167200,11,1.0
60,80,180450,12,1.0
40,63,137600,8,1.0
39,66,127000,7,1.0
52,62,154900,9,1.0
35,66,168050,11,0.0
50,74,166700,10,0.0
39,69,109450,5,0.0
34,65,129800,7,0.0
48,72,160600,10,0.0
62,70,148650,10,0.0
31,72,122800,6,1.0
65,74,122700,6,1.0
22,59,232300,17,0.0
60,62,165250,10,1.0
38,64,154600,9,0.0
33,70,191850,11,1.0
41,69,146950,9,0.0
50,72,191800,13,1.0
48,67,179500,12,1.0
57,67,106050,5,1.0
54,73,145050,9,1.0
53,77,154100,10,0.0
37,71,211500,15,1.0
40,61,202250,15,1.0
46,72,231600,17,1.0
18,67,122100,7,0.0
59,79,164800,11,1.0
63,70,152000,9,1.0
65,72,227100,17,0.0
58,69,103350,5,1.0
30,67,124450,6,1.0
39,66,162150,10,1.0
61,65,154900,9,1.0
59,71,202700,14,1.0
43,69,144200,9,1.0
54,71,191750,13,0.0
41,74,181300,13,0.0
42,63,226600,17,1.0
27,65,115600,6,0.0
59,71,242200,18,1.0
24,69,154600,10,0.0
51,65,254800,19,0.0
55,74,108700,4,0.0
48,75,122200,6,1.0
42,71,164900,10,0.0
34,70,298350,24,0.0
52,70,168200,12,0.0
20,69,175050,11,0.0
62,76,291150,23,1.0
18,71,119850,6,0.0
24,68,173000,11,0.0
32,69,156750,10,0.0
57,67,115100,5,1.0
34,69,136850,7,0.0
49,66,116900,6,1.0
