budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
27000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",,525,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 378, ""name"": ""prison""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 727, ""name"": ""country music""}, {""id"": 745, ""name"": ""nun""}, {""id"": 1416, ""name"": ""jazz""}, {""id"": 1926, ""name"": ""car journey""}, {""id"": 2636, ""name"": ""blues""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6029, ""name"": ""concert""}, {""id"": 6031, ""name"": ""music instrument""}, {""id"": 6272, ""name"": ""children's home""}, {""id"": 6490, ""name"": ""shopping mall""}, {""id"": 6783, ""name"": ""orphanage""}, {""id"": 11313, ""name"": ""winnebago""}, {""id"": 14765, ""name"": ""church""}, {""id"": 15211, ""name"": ""sunglasses""}, {""id"": 15232, ""name"": ""parole""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 41591, ""name"": ""music band""}, {""id"": 156336, ""name"": ""loudspeaker""}, {""id"": 167213, ""name"": ""saturday night live""}, {""id"": 226464, ""name"": ""wrigley field""}, {""id"": 226465, ""name"": ""holiday inn""}]",en,The Blues Brothers,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",44.714264,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/17/1980,115229890,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They'll never get caught. They're on a mission from God.,The Blues Brothers,7.5,1065
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,9549,"[{""id"": 2106, ""name"": ""cold war""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 8044, ""name"": ""flight""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156836, ""name"": ""space race""}, {""id"": 221295, ""name"": ""sound barrier""}]",en,The Right Stuff,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter and Wally Schirra.",17.567332,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/20/1983,21500000,193,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,How the future began.,The Right Stuff,7.3,235
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",,34584,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 855, ""name"": ""fictional place""}, {""id"": 1994, ""name"": ""wolf""}, {""id"": 2035, ""name"": ""mythology""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3096, ""name"": ""book""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 10873, ""name"": ""school""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 155410, ""name"": ""reading""}, {""id"": 155851, ""name"": ""book store""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 190083, ""name"": ""gnome""}, {""id"": 207372, ""name"": ""quest""}]",en,The Neverending Story,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",47.862016,"[{""name"": ""Producers Sales Organization"", ""id"": 1256}, {""name"": ""Bavaria Film"", ""id"": 1704}, {""name"": ""Dieter Geissler Filmproduktion"", ""id"": 1766}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Bavaria Studios"", ""id"": 33772}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/5/1984,20158808,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A boy who needs a friend finds a world that needs a hero in a land beyond imagination!,The NeverEnding Story,7,1002
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://movies.disney.com/return-to-oz,13155,"[{""id"": 209649, ""name"": ""wizard of oz""}]",en,Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",5.650125,"[{""name"": ""Silver Screen Partners II"", ""id"": 10531}, {""name"": ""Oz Productions Ltd."", ""id"": 15395}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/21/1985,11137801,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An all-new adventure down the yellow brick road.,Return to Oz,6.7,120
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",,5902,"[{""id"": 1199, ""name"": ""netherlands""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 157788, ""name"": ""british soldier""}]",en,A Bridge Too Far,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,20.256571,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Joseph E. Levine Productions"", ""id"": 11503}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/15/1977,50750000,175,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Out of the sky comes the screen's most incredible spectacle of men and war!,A Bridge Too Far,6.9,207
26000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",,11509,"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 222782, ""name"": ""two guns belt""}]",en,Silverado,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are.",10.981038,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/10/1985,0,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Four strangers become friends. Four friends become heros. On the road to...,Silverado,7.1,146
25000000,"[{""id"": 18, ""name"": ""Drama""}]",,380,"[{""id"": 30, ""name"": ""individual""}, {""id"": 791, ""name"": ""mentally disabled""}, {""id"": 1646, ""name"": ""autism""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 1873, ""name"": ""yuppie""}, {""id"": 1874, ""name"": ""car dealer""}, {""id"": 1906, ""name"": ""egocentrism""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 11428, ""name"": ""convertible""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 214965, ""name"": ""savant""}]",en,Rain Man,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,49.510658,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Star Partners II Ltd."", ""id"": 206}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/1988,412800000,133,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A journey through understanding and fellowship.,Rain Man,7.6,1709
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",,117,"[{""id"": 14899, ""name"": ""white suit""}, {""id"": 155714, ""name"": ""al capone""}, {""id"": 168590, ""name"": ""tough cop""}, {""id"": 177354, ""name"": ""treasury agent""}, {""id"": 177359, ""name"": ""untouchable""}, {""id"": 177362, ""name"": ""tax evasion""}, {""id"": 177364, ""name"": ""jury tampering""}, {""id"": 177370, ""name"": ""rule of law""}, {""id"": 177372, ""name"": ""rooftop chase""}, {""id"": 177380, ""name"": ""cutting face while shaving""}, {""id"": 214548, ""name"": ""1930s""}]",en,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",38.272889,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/2/1987,76270454,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What are you prepared to do?,The Untouchables,7.6,1384
2800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,794,"[{""id"": 345, ""name"": ""monk""}, {""id"": 530, ""name"": ""prophecy""}, {""id"": 1704, ""name"": ""ambassador""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 4083, ""name"": ""rottweiler""}, {""id"": 4084, ""name"": ""devil's son""}, {""id"": 4087, ""name"": ""revelation""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 41586, ""name"": ""archaeologist""}]",en,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",25.939385,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/6/1976,60922980,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,It is the greatest mystery of all because no human being will ever solve it.,The Omen,7.2,476
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,111,"[{""id"": 416, ""name"": ""miami""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 947, ""name"": ""prohibition""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1578, ""name"": ""loss of sister""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 157223, ""name"": ""bitterness""}]",en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",70.105981,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/8/1983,65884703,170,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The world is yours...,Scarface,8,2948
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,746,"[{""id"": 188, ""name"": ""buddhism""}, {""id"": 233, ""name"": ""japan""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 478, ""name"": ""china""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 3995, ""name"": ""manchuria""}, {""id"": 3996, ""name"": ""dynasty""}, {""id"": 3999, ""name"": ""reeducation camp""}, {""id"": 4004, ""name"": ""cultural revolution""}, {""id"": 4005, ""name"": ""human experimentation""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6285, ""name"": ""coup d'etat""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 33683, ""name"": ""beijing""}, {""id"": 163048, ""name"": ""decadence""}, {""id"": 173644, ""name"": ""communism""}]",en,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",21.189028,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Hemdale Film Corporation"", ""id"": 469}, {""name"": ""Recorded Pictures Company"", ""id"": 470}, {""name"": ""Soprofilms"", ""id"": 472}, {""name"": ""TAO Film"", ""id"": 473}, {""name"": ""Yanco"", ""id"": 474}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",10/21/1987,43984230,163,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,"He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.",The Last Emperor,7.4,355
25485000,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]",,11165,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3365, ""name"": ""pearl harbor""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 188727, ""name"": ""imperial japan""}]",en,Tora! Tora! Tora!,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",9.795985,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/26/1970,29548291,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The incredible attack on Pearl Harbor.,Tora! Tora! Tora!,6.9,147
0,"[{""id"": 18, ""name"": ""Drama""}]",,17170,"[{""id"": 4620, ""name"": ""magazine""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 167198, ""name"": ""fashion show""}]",en,"Bright Lights, Big City","A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?",2.753501,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""CST Telecommunications"", ""id"": 32793}, {""name"": ""Star Partners"", ""id"": 67823}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/1/1988,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,"Bright Lights, Big City",4.7,28
